date,state,dead,confirmed,recovered,day
2020-03-05,SP,0,6,0,0
2020-03-05,TOTAL,0,7,0,0
2020-03-06,SP,0,10,0,1
2020-03-06,TOTAL,0,14,0,1
2020-03-07,SP,0,13,0,2
2020-03-07,TOTAL,0,19,0,2
2020-03-08,SP,0,16,0,3
2020-03-08,TOTAL,0,25,0,3
2020-03-09,SP,0,16,0,4
2020-03-09,TOTAL,0,25,0,4
2020-03-10,RJ,0,8,0,5
2020-03-10,SP,0,19,0,5
2020-03-10,TOTAL,0,34,0,5
2020-03-11,RJ,0,13,0,6
2020-03-11,SP,0,30,0,6
2020-03-11,TOTAL,0,53,0,6
2020-03-12,PR,0,6,0,7
2020-03-12,RJ,0,16,0,7
2020-03-12,SP,0,46,0,7
2020-03-12,TOTAL,0,89,0,7
2020-03-13,BA,0,7,0,8
2020-03-13,PR,0,6,0,8
2020-03-13,RJ,0,16,0,8
2020-03-13,SP,0,56,0,8
2020-03-13,TOTAL,0,106,0,8
2020-03-14,BA,0,7,0,9
2020-03-14,DF,0,8,0,9
2020-03-14,PE,0,7,0,9
2020-03-14,PR,0,6,0,9
2020-03-14,RJ,0,22,0,9
2020-03-14,RS,0,6,0,9
2020-03-14,SP,0,65,0,9
2020-03-14,TOTAL,0,142,0,9
2020-03-15,BA,0,9,0,10
2020-03-15,DF,0,14,0,10
2020-03-15,PE,0,8,0,10
2020-03-15,PR,0,6,0,10
2020-03-15,RJ,0,24,0,10
2020-03-15,RS,0,6,0,10
2020-03-15,SC,0,6,0,10
2020-03-15,SP,0,136,0,10
2020-03-15,TOTAL,0,225,0,10
2020-03-16,BA,0,10,0,11
2020-03-16,CE,0,9,0,11
2020-03-16,DF,0,19,0,11
2020-03-16,GO,0,9,0,11
2020-03-16,MG,0,6,0,11
2020-03-16,PE,0,8,0,11
2020-03-16,PR,0,6,0,11
2020-03-16,RJ,0,31,0,11
2020-03-16,RS,0,8,0,11
2020-03-16,SC,0,7,0,11
2020-03-16,SP,0,152,0,11
2020-03-16,TOTAL,0,279,0,11
2020-03-17,BA,0,14,0,12
2020-03-17,CE,0,10,0,12
2020-03-17,DF,0,22,0,12
2020-03-17,GO,0,10,0,12
2020-03-17,MG,0,14,0,12
2020-03-17,MS,0,6,0,12
2020-03-17,PE,0,18,0,12
2020-03-17,PR,0,12,0,12
2020-03-17,RJ,0,33,0,12
2020-03-17,RS,0,10,0,12
2020-03-17,SC,0,7,0,12
2020-03-17,SP,1,164,0,12
2020-03-17,TOTAL,1,333,0,12
2020-03-18,BA,0,27,0,13
2020-03-18,CE,0,19,0,13
2020-03-18,DF,0,34,0,13
2020-03-18,ES,0,9,0,13
2020-03-18,GO,0,12,0,13
2020-03-18,MG,0,19,0,13
2020-03-18,MS,0,7,0,13
2020-03-18,PE,0,19,0,13
2020-03-18,PR,0,15,0,13
2020-03-18,RJ,0,63,0,13
2020-03-18,RS,0,19,0,13
2020-03-18,SC,0,14,0,13
2020-03-18,SE,0,6,0,13
2020-03-18,SP,4,241,0,13
2020-03-18,TOTAL,4,514,0,13
2020-03-19,BA,0,31,0,14
2020-03-19,CE,0,24,0,14
2020-03-19,DF,0,42,0,14
2020-03-19,ES,0,13,0,14
2020-03-19,GO,0,15,0,14
2020-03-19,MG,0,29,0,14
2020-03-19,MS,0,9,0,14
2020-03-19,PE,0,28,0,14
2020-03-19,PR,0,24,0,14
2020-03-19,RJ,2,66,0,14
2020-03-19,RS,0,31,0,14
2020-03-19,SC,0,21,0,14
2020-03-19,SE,0,6,0,14
2020-03-19,SP,5,286,0,14
2020-03-19,TOTAL,7,643,0,14
2020-03-20,AC,0,7,0,15
2020-03-20,AL,0,6,0,15
2020-03-20,AM,0,7,0,15
2020-03-20,BA,0,34,0,15
2020-03-20,CE,0,68,0,15
2020-03-20,DF,0,87,0,15
2020-03-20,ES,0,16,0,15
2020-03-20,GO,0,18,0,15
2020-03-20,MG,0,38,0,15
2020-03-20,MS,0,12,0,15
2020-03-20,PE,0,31,0,15
2020-03-20,PR,0,37,0,15
2020-03-20,RJ,2,109,0,15
2020-03-20,RN,0,6,0,15
2020-03-20,RS,0,43,0,15
2020-03-20,SC,0,40,0,15
2020-03-20,SE,0,7,0,15
2020-03-20,SP,9,396,0,15
2020-03-20,TOTAL,11,974,0,15
2020-03-21,AC,0,11,0,16
2020-03-21,AL,0,7,0,16
2020-03-21,AM,0,11,0,16
2020-03-21,BA,0,41,0,16
2020-03-21,CE,0,84,0,16
2020-03-21,DF,0,108,0,16
2020-03-21,ES,0,26,0,16
2020-03-21,GO,0,20,0,16
2020-03-21,MG,0,55,0,16
2020-03-21,MS,0,16,0,16
2020-03-21,PE,0,33,0,16
2020-03-21,PR,0,44,0,16
2020-03-21,RJ,3,119,0,16
2020-03-21,RN,0,9,0,16
2020-03-21,RS,0,69,0,16
2020-03-21,SC,0,57,0,16
2020-03-21,SE,0,10,0,16
2020-03-21,SP,15,459,0,16
2020-03-21,TOTAL,18,1198,0,16
2020-03-22,AC,0,11,0,17
2020-03-22,AL,0,7,0,17
2020-03-22,AM,0,26,0,17
2020-03-22,BA,0,55,0,17
2020-03-22,CE,0,125,0,17
2020-03-22,DF,0,117,0,17
2020-03-22,ES,0,26,0,17
2020-03-22,GO,0,21,0,17
2020-03-22,MG,0,83,0,17
2020-03-22,MS,0,21,0,17
2020-03-22,PE,0,37,0,17
2020-03-22,PI,0,6,0,17
2020-03-22,PR,0,54,0,17
2020-03-22,RJ,3,186,0,17
2020-03-22,RN,0,13,0,17
2020-03-22,RS,0,77,0,17
2020-03-22,SC,0,68,0,17
2020-03-22,SE,0,10,0,17
2020-03-22,SP,22,631,0,17
2020-03-22,TOTAL,25,1594,0,17
2020-03-23,AC,0,17,0,18
2020-03-23,AL,0,8,0,18
2020-03-23,AM,0,32,0,18
2020-03-23,BA,0,63,0,18
2020-03-23,CE,0,164,0,18
2020-03-23,DF,0,138,0,18
2020-03-23,ES,0,33,5,18
2020-03-23,GO,0,23,0,18
2020-03-23,MA,0,8,0,18
2020-03-23,MG,0,128,0,18
2020-03-23,MS,0,21,0,18
2020-03-23,MT,0,6,0,18
2020-03-23,PE,0,42,3,18
2020-03-23,PI,0,6,0,18
2020-03-23,PR,0,60,0,18
2020-03-23,RJ,4,233,0,18
2020-03-23,RN,0,13,0,18
2020-03-23,RS,0,96,0,18
2020-03-23,SC,0,86,0,18
2020-03-23,SE,0,10,0,18
2020-03-23,SP,30,745,0,18
2020-03-23,TO,0,7,0,18
2020-03-23,TOTAL,34,1952,8,18
2020-03-24,AC,0,21,0,19
2020-03-24,AL,0,10,1,19
2020-03-24,AM,1,47,1,19
2020-03-24,BA,0,79,1,19
2020-03-24,CE,0,185,0,19
2020-03-24,DF,0,161,1,19
2020-03-24,ES,0,40,5,19
2020-03-24,GO,0,29,0,19
2020-03-24,MA,0,8,0,19
2020-03-24,MG,0,130,0,19
2020-03-24,MS,0,24,0,19
2020-03-24,MT,0,7,0,19
2020-03-24,PE,0,42,5,19
2020-03-24,PI,0,8,0,19
2020-03-24,PR,0,70,0,19
2020-03-24,RJ,6,305,1,19
2020-03-24,RN,0,14,1,19
2020-03-24,RR,0,8,0,19
2020-03-24,RS,0,112,3,19
2020-03-24,SC,0,109,0,19
2020-03-24,SE,0,15,0,19
2020-03-24,SP,40,810,1,19
2020-03-24,TO,0,7,0,19
2020-03-24,TOTAL,47,2255,20,19
2020-03-25,AC,0,23,0,20
2020-03-25,AL,0,11,1,20
2020-03-25,AM,1,54,1,20
2020-03-25,BA,0,91,1,20
2020-03-25,CE,0,211,0,20
2020-03-25,DF,0,195,1,20
2020-03-25,ES,0,40,5,20
2020-03-25,GO,0,35,0,20
2020-03-25,MA,0,8,0,20
2020-03-25,MG,0,133,0,20
2020-03-25,MS,0,24,0,20
2020-03-25,MT,0,9,0,20
2020-03-25,PA,0,7,0,20
2020-03-25,PE,1,46,5,20
2020-03-25,PI,0,9,0,20
2020-03-25,PR,0,97,7,20
2020-03-25,RJ,8,370,1,20
2020-03-25,RN,0,14,1,20
2020-03-25,RR,0,8,0,20
2020-03-25,RS,1,162,3,20
2020-03-25,SC,0,122,0,20
2020-03-25,SE,0,16,0,20
2020-03-25,SP,48,862,1,20
2020-03-25,TO,0,7,0,20
2020-03-25,TOTAL,59,2566,27,20
2020-03-26,AC,0,24,0,21
2020-03-26,AL,0,11,1,21
2020-03-26,AM,1,67,1,21
2020-03-26,BA,0,108,16,21
2020-03-26,CE,3,237,0,21
2020-03-26,DF,0,201,1,21
2020-03-26,ES,0,48,5,21
2020-03-26,GO,1,39,0,21
2020-03-26,MA,0,10,0,21
2020-03-26,MG,0,153,0,21
2020-03-26,MS,0,25,0,21
2020-03-26,MT,0,11,0,21
2020-03-26,PA,0,13,0,21
2020-03-26,PB,0,6,0,21
2020-03-26,PE,3,48,5,21
2020-03-26,PI,0,9,0,21
2020-03-26,PR,0,106,7,21
2020-03-26,RJ,9,421,1,21
2020-03-26,RN,0,19,1,21
2020-03-26,RO,0,6,0,21
2020-03-26,RR,0,10,0,21
2020-03-26,RS,1,190,3,21
2020-03-26,SC,1,149,0,21
2020-03-26,SE,0,16,0,21
2020-03-26,SP,58,1053,1,21
2020-03-26,TO,0,8,0,21
2020-03-26,TOTAL,77,2990,42,21
2020-03-27,AC,0,25,0,22
2020-03-27,AL,0,12,1,22
2020-03-27,AM,1,81,1,22
2020-03-27,BA,0,123,16,22
2020-03-27,CE,3,282,0,22
2020-03-27,DF,0,241,1,22
2020-03-27,ES,0,54,5,22
2020-03-27,GO,1,49,0,22
2020-03-27,MA,0,13,0,22
2020-03-27,MG,0,189,0,22
2020-03-27,MS,0,28,0,22
2020-03-27,MT,0,11,0,22
2020-03-27,PA,0,16,0,22
2020-03-27,PB,0,10,0,22
2020-03-27,PE,4,57,5,22
2020-03-27,PI,1,10,0,22
2020-03-27,PR,2,125,7,22
2020-03-27,RJ,10,493,1,22
2020-03-27,RN,0,28,1,22
2020-03-27,RO,0,6,0,22
2020-03-27,RR,0,12,0,22
2020-03-27,RS,2,197,3,22
2020-03-27,SC,1,163,0,22
2020-03-27,SE,0,16,0,22
2020-03-27,SP,68,1223,1,22
2020-03-27,TO,0,9,0,22
2020-03-27,TOTAL,93,3476,42,22
2020-03-28,AC,0,25,0,23
2020-03-28,AL,0,14,1,23
2020-03-28,AM,1,111,1,23
2020-03-28,BA,0,127,16,23
2020-03-28,CE,4,322,0,23
2020-03-28,DF,0,260,1,23
2020-03-28,ES,0,61,12,23
2020-03-28,GO,1,56,0,23
2020-03-28,MA,0,15,0,23
2020-03-28,MG,0,205,0,23
2020-03-28,MS,0,31,0,23
2020-03-28,MT,0,13,0,23
2020-03-28,PA,0,18,0,23
2020-03-28,PB,0,14,3,23
2020-03-28,PE,5,68,9,23
2020-03-28,PI,1,11,0,23
2020-03-28,PR,2,137,7,23
2020-03-28,RJ,13,558,1,23
2020-03-28,RN,1,68,1,23
2020-03-28,RO,0,6,0,23
2020-03-28,RR,0,16,0,23
2020-03-28,RS,2,200,3,23
2020-03-28,SC,1,184,0,23
2020-03-28,SE,0,16,0,23
2020-03-28,SP,84,1406,1,23
2020-03-28,TO,0,9,0,23
2020-03-28,TOTAL,115,3955,56,23
2020-03-29,AC,0,34,0,24
2020-03-29,AL,0,17,1,24
2020-03-29,AM,1,140,1,24
2020-03-29,AP,0,8,0,24
2020-03-29,BA,1,156,16,24
2020-03-29,CE,5,359,0,24
2020-03-29,DF,1,298,1,24
2020-03-29,ES,0,72,12,24
2020-03-29,GO,1,58,0,24
2020-03-29,MA,1,21,0,24
2020-03-29,MG,0,231,0,24
2020-03-29,MS,0,36,0,24
2020-03-29,MT,0,16,0,24
2020-03-29,PA,0,20,0,24
2020-03-29,PB,0,14,3,24
2020-03-29,PE,5,73,9,24
2020-03-29,PI,3,16,0,24
2020-03-29,PR,2,152,7,24
2020-03-29,RJ,17,600,1,24
2020-03-29,RN,1,68,1,24
2020-03-29,RO,0,6,0,24
2020-03-29,RR,0,16,0,24
2020-03-29,RS,2,230,3,24
2020-03-29,SC,1,197,0,24
2020-03-29,SE,0,16,0,24
2020-03-29,SP,98,1451,1,24
2020-03-29,TO,0,10,0,24
2020-03-29,TOTAL,139,4315,56,24
2020-03-30,AC,0,42,10,25
2020-03-30,AL,0,17,1,25
2020-03-30,AM,2,151,1,25
2020-03-30,AP,0,8,0,25
2020-03-30,BA,2,176,16,25
2020-03-30,CE,5,382,0,25
2020-03-30,DF,2,312,1,25
2020-03-30,ES,0,85,12,25
2020-03-30,GO,1,61,0,25
2020-03-30,MA,1,30,0,25
2020-03-30,MG,1,261,0,25
2020-03-30,MS,0,44,0,25
2020-03-30,MT,0,18,0,25
2020-03-30,PA,0,26,0,25
2020-03-30,PB,0,17,3,25
2020-03-30,PE,6,78,9,25
2020-03-30,PI,4,18,0,25
2020-03-30,PR,3,160,7,25
2020-03-30,RJ,18,657,1,25
2020-03-30,RN,1,77,1,25
2020-03-30,RO,1,8,0,25
2020-03-30,RR,0,16,0,25
2020-03-30,RS,4,254,3,25
2020-03-30,SC,2,219,0,25
2020-03-30,SE,0,18,0,25
2020-03-30,SP,113,1517,1,25
2020-03-30,TO,0,11,0,25
2020-03-30,TOTAL,166,4663,66,25
2020-03-31,AC,0,42,10,26
2020-03-31,AL,1,18,1,26
2020-03-31,AM,3,175,1,26
2020-03-31,AP,0,10,0,26
2020-03-31,BA,2,217,16,26
2020-03-31,CE,7,401,0,26
2020-03-31,DF,3,333,1,26
2020-03-31,ES,0,97,12,26
2020-03-31,GO,1,65,0,26
2020-03-31,MA,1,51,0,26
2020-03-31,MG,2,275,0,26
2020-03-31,MS,1,48,0,26
2020-03-31,MT,0,25,0,26
2020-03-31,PA,0,34,0,26
2020-03-31,PB,1,18,3,26
2020-03-31,PE,6,87,9,26
2020-03-31,PI,4,18,0,26
2020-03-31,PR,3,185,7,26
2020-03-31,RJ,23,708,1,26
2020-03-31,RN,1,82,1,26
2020-03-31,RO,1,9,0,26
2020-03-31,RR,0,16,0,26
2020-03-31,RS,4,305,3,26
2020-03-31,SC,2,235,0,26
2020-03-31,SE,0,19,0,26
2020-03-31,SP,136,2339,1,26
2020-03-31,TO,0,12,0,26
2020-03-31,TOTAL,202,5824,66,26
2020-04-01,AC,0,43,10,27
2020-04-01,AL,1,18,1,27
2020-04-01,AM,3,200,1,27
2020-04-01,AP,0,11,0,27
2020-04-01,BA,2,246,16,27
2020-04-01,CE,9,445,0,27
2020-04-01,DF,4,370,1,27
2020-04-01,ES,0,120,12,27
2020-04-01,GO,1,73,0,27
2020-04-01,MA,1,70,12,27
2020-04-01,MG,3,314,0,27
2020-04-01,MS,1,51,0,27
2020-04-01,MT,0,28,0,27
2020-04-01,PA,1,41,0,27
2020-04-01,PB,1,21,3,27
2020-04-01,PE,8,95,9,27
2020-04-01,PI,4,19,0,27
2020-04-01,PR,3,229,7,27
2020-04-01,RJ,28,832,1,27
2020-04-01,RN,2,92,1,27
2020-04-01,RO,1,9,0,27
2020-04-01,RR,0,26,0,27
2020-04-01,RS,5,316,3,27
2020-04-01,SC,2,247,0,27
2020-04-01,SE,0,22,0,27
2020-04-01,SP,164,2981,1,27
2020-04-01,TO,0,12,0,27
2020-04-01,TOTAL,244,6931,78,27
2020-04-02,AC,0,45,10,28
2020-04-02,AL,1,18,1,28
2020-04-02,AM,3,229,1,28
2020-04-02,AP,0,12,0,28
2020-04-02,BA,3,267,16,28
2020-04-02,CE,21,565,0,28
2020-04-02,DF,5,400,1,28
2020-04-02,ES,2,139,12,28
2020-04-02,GO,1,73,0,28
2020-04-02,MA,1,80,12,28
2020-04-02,MG,4,370,0,28
2020-04-02,MS,1,53,0,28
2020-04-02,MT,0,41,0,28
2020-04-02,PA,1,49,0,28
2020-04-02,PB,1,29,3,28
2020-04-02,PE,9,106,9,28
2020-04-02,PI,4,19,0,28
2020-04-02,PR,4,258,7,28
2020-04-02,RJ,41,992,1,28
2020-04-02,RN,2,106,1,28
2020-04-02,RO,1,10,0,28
2020-04-02,RR,0,30,0,28
2020-04-02,RS,5,386,3,28
2020-04-02,SC,5,281,0,28
2020-04-02,SE,2,24,0,28
2020-04-02,SP,188,3506,1,28
2020-04-02,TO,0,12,0,28
2020-04-02,TOTAL,305,8100,78,28
2020-04-03,AC,0,46,10,29
2020-04-03,AL,2,23,1,29
2020-04-03,AM,7,260,1,29
2020-04-03,AP,0,19,0,29
2020-04-03,BA,6,290,16,29
2020-04-03,CE,22,658,0,29
2020-04-03,DF,6,419,1,29
2020-04-03,ES,5,153,12,29
2020-04-03,GO,2,88,0,29
2020-04-03,MA,1,87,12,29
2020-04-03,MG,6,397,0,29
2020-04-03,MS,1,60,0,29
2020-04-03,MT,1,44,0,29
2020-04-03,PA,1,75,0,29
2020-04-03,PB,1,32,3,29
2020-04-03,PE,10,136,9,29
2020-04-03,PI,4,22,0,29
2020-04-03,PR,5,307,7,29
2020-04-03,RJ,47,1074,1,29
2020-04-03,RN,4,176,1,29
2020-04-03,RO,1,10,0,29
2020-04-03,RR,1,37,0,29
2020-04-03,RS,6,410,3,29
2020-04-03,SC,5,301,0,29
2020-04-03,SE,2,27,0,29
2020-04-03,SP,219,4048,1,29
2020-04-03,TO,0,13,0,29
2020-04-03,TOTAL,365,9212,78,29
2020-04-04,AC,0,46,10,30
2020-04-04,AL,2,23,1,30
2020-04-04,AM,12,311,1,30
2020-04-04,AP,1,29,0,30
2020-04-04,BA,7,336,16,30
2020-04-04,CE,23,745,0,30
2020-04-04,DF,7,456,1,30
2020-04-04,ES,6,166,12,30
2020-04-04,GO,2,103,0,30
2020-04-04,MA,2,95,12,30
2020-04-04,MG,6,430,0,30
2020-04-04,MS,1,62,0,30
2020-04-04,MT,1,60,0,30
2020-04-04,PA,1,82,0,30
2020-04-04,PB,3,34,3,30
2020-04-04,PE,14,176,9,30
2020-04-04,PI,4,24,0,30
2020-04-04,PR,7,401,7,30
2020-04-04,RJ,58,1246,1,30
2020-04-04,RN,6,215,1,30
2020-04-04,RO,1,11,0,30
2020-04-04,RR,1,42,0,30
2020-04-04,RS,7,418,3,30
2020-04-04,SC,10,356,0,30
2020-04-04,SE,3,32,0,30
2020-04-04,SP,260,4466,1,30
2020-04-04,TO,0,16,0,30
2020-04-04,TOTAL,445,10381,78,30
2020-04-05,AC,0,48,10,31
2020-04-05,AL,2,28,1,31
2020-04-05,AM,15,417,1,31
2020-04-05,AP,2,32,0,31
2020-04-05,BA,9,401,16,31
2020-04-05,CE,35,963,0,31
2020-04-05,DF,7,468,1,31
2020-04-05,ES,6,194,38,31
2020-04-05,GO,3,115,0,31
2020-04-05,MA,2,132,12,31
2020-04-05,MG,6,498,0,31
2020-04-05,MS,1,65,0,31
2020-04-05,MT,1,60,0,31
2020-04-05,PA,1,86,0,31
2020-04-05,PB,4,35,3,31
2020-04-05,PE,21,201,9,31
2020-04-05,PI,4,24,0,31
2020-04-05,PR,10,445,7,31
2020-04-05,RJ,64,1394,1,31
2020-04-05,RN,7,246,1,31
2020-04-05,RO,1,14,0,31
2020-04-05,RR,1,42,0,31
2020-04-05,RS,7,468,3,31
2020-04-05,SC,10,379,0,31
2020-04-05,SE,3,32,0,31
2020-04-05,SP,275,4620,1,31
2020-04-05,TO,0,17,0,31
2020-04-05,TOTAL,497,11424,104,31
2020-04-06,AC,1,50,10,32
2020-04-06,AL,2,31,1,32
2020-04-06,AM,19,532,1,32
2020-04-06,AP,2,39,0,32
2020-04-06,BA,10,437,63,32
2020-04-06,CE,36,1046,0,32
2020-04-06,DF,10,485,148,32
2020-04-06,ES,6,209,38,32
2020-04-06,GO,5,119,0,32
2020-04-06,MA,4,171,12,32
2020-04-06,MG,9,525,0,32
2020-04-06,MS,1,66,0,32
2020-04-06,MT,1,76,13,32
2020-04-06,PA,5,123,0,32
2020-04-06,PB,4,36,9,32
2020-04-06,PE,30,223,25,32
2020-04-06,PI,4,26,0,32
2020-04-06,PR,14,466,7,32
2020-04-06,RJ,71,1461,1,32
2020-04-06,RN,7,246,1,32
2020-04-06,RO,1,18,8,32
2020-04-06,RR,1,42,0,32
2020-04-06,RS,8,501,3,32
2020-04-06,SC,11,417,0,32
2020-04-06,SE,4,32,14,32
2020-04-06,SP,304,4866,1,32
2020-04-06,TO,0,19,0,32
2020-04-06,TOTAL,570,12262,355,32
2020-04-07,AC,2,50,10,33
2020-04-07,AL,2,34,1,33
2020-04-07,AM,23,636,1,33
2020-04-07,AP,2,51,23,33
2020-04-07,BA,14,462,106,33
2020-04-07,CE,40,1189,0,33
2020-04-07,DF,12,503,148,33
2020-04-07,ES,6,227,38,33
2020-04-07,GO,5,133,0,33
2020-04-07,MA,11,229,45,33
2020-04-07,MG,11,559,0,33
2020-04-07,MS,2,80,0,33
2020-04-07,MT,1,78,13,33
2020-04-07,PA,5,154,0,33
2020-04-07,PB,4,41,9,33
2020-04-07,PE,34,352,32,33
2020-04-07,PI,5,31,0,33
2020-04-07,PR,15,511,121,33
2020-04-07,RJ,89,1688,1,33
2020-04-07,RN,8,254,1,33
2020-04-07,RO,1,23,8,33
2020-04-07,RR,1,49,0,33
2020-04-07,RS,8,555,3,33
2020-04-07,SC,15,457,0,33
2020-04-07,SE,4,36,14,33
2020-04-07,SP,371,5682,1,33
2020-04-07,TO,0,19,0,33
2020-04-07,TOTAL,691,14083,575,33
2020-04-08,AC,2,58,37,34
2020-04-08,AL,3,37,1,34
2020-04-08,AM,30,804,1,34
2020-04-08,AP,2,107,23,34
2020-04-08,BA,18,515,106,34
2020-04-08,CE,57,1394,0,34
2020-04-08,DF,12,509,148,34
2020-04-08,ES,6,273,38,34
2020-04-08,GO,7,159,0,34
2020-04-08,MA,12,272,45,34
2020-04-08,MG,14,614,0,34
2020-04-08,MS,2,85,7,34
2020-04-08,MT,1,90,13,34
2020-04-08,PA,6,167,0,34
2020-04-08,PB,7,55,9,34
2020-04-08,PE,46,401,32,34
2020-04-08,PI,6,38,0,34
2020-04-08,PR,17,550,121,34
2020-04-08,RJ,106,1938,183,34
2020-04-08,RN,11,262,1,34
2020-04-08,RO,1,26,8,34
2020-04-08,RR,1,52,2,34
2020-04-08,RS,10,581,3,34
2020-04-08,SC,17,501,0,34
2020-04-08,SE,4,39,17,34
2020-04-08,SP,428,6708,1,34
2020-04-08,TO,0,23,0,34
2020-04-08,TOTAL,826,16258,796,34
2020-04-09,AC,2,62,37,35
2020-04-09,AL,3,37,1,35
2020-04-09,AM,40,899,1,35
2020-04-09,AP,2,128,23,35
2020-04-09,BA,19,568,146,35
2020-04-09,CE,57,1445,0,35
2020-04-09,DF,13,527,148,35
2020-04-09,ES,7,300,41,35
2020-04-09,GO,7,179,0,35
2020-04-09,MA,16,293,50,35
2020-04-09,MG,15,655,0,35
2020-04-09,MS,2,89,7,35
2020-04-09,MT,2,108,13,35
2020-04-09,PA,7,169,0,35
2020-04-09,PB,11,79,9,35
2020-04-09,PE,56,555,32,35
2020-04-09,PI,7,40,0,35
2020-04-09,PR,24,621,121,35
2020-04-09,RJ,122,2216,183,35
2020-04-09,RN,11,262,1,35
2020-04-09,RO,2,28,8,35
2020-04-09,RR,2,63,2,35
2020-04-09,RS,14,636,3,35
2020-04-09,SC,18,693,0,35
2020-04-09,SE,4,40,18,35
2020-04-09,SP,496,7480,1,35
2020-04-09,TO,0,23,0,35
2020-04-09,TOTAL,959,18195,845,35
2020-04-10,AC,2,70,39,36
2020-04-10,AL,3,45,11,36
2020-04-10,AM,50,981,1,36
2020-04-10,AP,2,166,55,36
2020-04-10,BA,19,616,146,36
2020-04-10,CE,67,1558,0,36
2020-04-10,DF,14,556,148,36
2020-04-10,ES,8,349,41,36
2020-04-10,GO,8,191,0,36
2020-04-10,MA,21,344,54,36
2020-04-10,MG,17,698,0,36
2020-04-10,MS,2,97,7,36
2020-04-10,MT,2,112,13,36
2020-04-10,PA,9,217,0,36
2020-04-10,PB,11,85,30,36
2020-04-10,PE,65,684,44,36
2020-04-10,PI,7,41,0,36
2020-04-10,PR,26,655,121,36
2020-04-10,RJ,147,2464,248,36
2020-04-10,RN,11,263,1,36
2020-04-10,RO,2,32,8,36
2020-04-10,RR,3,75,10,36
2020-04-10,RS,15,640,3,36
2020-04-10,SC,18,717,0,36
2020-04-10,SE,4,42,18,36
2020-04-10,SP,540,8216,1,36
2020-04-10,TO,0,23,0,36
2020-04-10,TOTAL,1073,19937,999,36
2020-04-11,AC,2,72,39,37
2020-04-11,AL,3,48,11,37
2020-04-11,AM,53,1050,1,37
2020-04-11,AP,5,193,55,37
2020-04-11,BA,21,640,146,37
2020-04-11,CE,74,1668,0,37
2020-04-11,DF,14,592,148,37
2020-04-11,ES,9,383,41,37
2020-04-11,GO,10,209,0,37
2020-04-11,MA,24,398,65,37
2020-04-11,MG,17,750,0,37
2020-04-11,MS,2,100,7,37
2020-04-11,MT,3,121,13,37
2020-04-11,PA,11,237,0,37
2020-04-11,PB,13,101,30,37
2020-04-11,PE,72,816,45,37
2020-04-11,PI,7,44,0,37
2020-04-11,PR,27,688,121,37
2020-04-11,RJ,155,2607,248,37
2020-04-11,RN,13,289,1,37
2020-04-11,RO,2,34,13,37
2020-04-11,RR,3,79,10,37
2020-04-11,RS,16,653,3,37
2020-04-11,SC,21,732,0,37
2020-04-11,SE,4,44,18,37
2020-04-11,SP,560,8419,1,37
2020-04-11,TO,0,25,0,37
2020-04-11,TOTAL,1141,20992,1016,37
2020-04-12,AC,2,77,39,38
2020-04-12,AL,3,48,11,38
2020-04-12,AM,62,1206,1,38
2020-04-12,AP,5,237,92,38
2020-04-12,BA,21,674,148,38
2020-04-12,CE,76,1747,0,38
2020-04-12,DF,14,618,148,38
2020-04-12,ES,14,430,41,38
2020-04-12,GO,14,229,0,38
2020-04-12,MA,27,445,68,38
2020-04-12,MG,20,806,0,38
2020-04-12,MS,2,101,7,38
2020-04-12,MT,3,123,17,38
2020-04-12,PA,14,259,0,38
2020-04-12,PB,13,111,43,38
2020-04-12,PE,85,960,46,38
2020-04-12,PI,7,51,0,38
2020-04-12,PR,31,750,121,38
2020-04-12,RJ,170,2855,251,38
2020-04-12,RN,17,339,1,38
2020-04-12,RO,2,42,14,38
2020-04-12,RR,3,83,10,38
2020-04-12,RS,16,664,3,38
2020-04-12,SC,24,776,0,38
2020-04-12,SE,4,44,18,38
2020-04-12,SP,588,8755,1,38
2020-04-12,TO,0,26,0,38
2020-04-12,TOTAL,1237,22456,1080,38
2020-04-13,AC,3,90,39,39
2020-04-13,AL,4,58,14,39
2020-04-13,AM,71,1275,138,39
2020-04-13,AP,6,244,92,39
2020-04-13,BA,22,723,148,39
2020-04-13,CE,101,1936,0,39
2020-04-13,DF,15,641,299,39
2020-04-13,ES,17,463,86,39
2020-04-13,GO,15,233,0,39
2020-04-13,MA,32,478,68,39
2020-04-13,MG,23,815,0,39
2020-04-13,MS,4,113,7,39
2020-04-13,MT,4,134,17,39
2020-04-13,PA,15,310,0,39
2020-04-13,PB,16,136,52,39
2020-04-13,PE,102,1154,46,39
2020-04-13,PI,8,58,0,39
2020-04-13,PR,33,768,130,39
2020-04-13,RJ,188,3231,271,39
2020-04-13,RN,18,376,1,39
2020-04-13,RO,2,42,14,39
2020-04-13,RR,3,113,10,39
2020-04-13,RS,17,685,3,39
2020-04-13,SC,26,826,0,39
2020-04-13,SE,4,45,18,39
2020-04-13,SP,608,8895,1524,39
2020-04-13,TO,0,26,0,39
2020-04-13,TOTAL,1357,23868,2977,39
2020-04-14,AC,3,99,48,40
2020-04-14,AL,4,72,14,40
2020-04-14,AM,90,1484,138,40
2020-04-14,AP,7,308,133,40
2020-04-14,BA,26,776,191,40
2020-04-14,CE,111,2072,0,40
2020-04-14,DF,17,651,311,40
